site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
Westgipfel,Austria,55.09 km,Mar Feb Jan Apr Dec,201,0,0,2,11,Mar:4 Feb:2 Jan:1 Dec:1 Apr:0 Sep:0 Jul:0 Nov:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.61922%2047.36238&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.61922,47.36238
Anzère,Switzerland,172.76 km,Aug Mar Jun Jul Sep Apr,196,0,20,69,130,Jul:2 Jun:2 Sep:1 Aug:1 Mar:1 Oct:0 Apr:0 May:0 Feb:0 Dec:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.3866%2046.31252&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.3866,46.31252
Hohe Kugel,Austria,45.46 km,Jun Jul Aug May Sep Apr Oct Jan,196,0,0,0,17,Jun:3 Jul:2 Aug:2 May:2 Sep:2 Oct:0 Apr:0 Dec:0 Nov:0 Mar:0 Jan:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.71587%2047.33525&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.71587,47.33525
Fürenalp,Switzerland,52.44 km,Jun Aug May Apr Sep Jul Oct Mar Nov,195,0,0,1,46,Jun:2 Aug:2 Sep:2 Jul:1 May:1 Oct:0 Apr:0 Mar:0 Dec:0 Nov:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.46547%2046.80535&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.46547,46.80535
Bölchen,Switzerland,242.81 km,May Mar Apr Jul Jun Sep Oct Feb Jan Aug,195,3,9,13,24,Mar:2 May:2 Sep:1 Oct:1 Apr:1 Feb:1 Jul:1 Nov:1 Aug:0 Jun:0 Jan:0 Dec:0,13,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.80235%2047.36577&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.80235,47.36577
Zauberkogel,Austria,65.38 km,Apr May Jun Aug Sep Jul Oct Mar,195,0,0,3,12,May:2 Apr:2 Jun:1 Sep:1 Aug:0 Mar:0 Jul:0 Oct:0,25,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.60343%2046.724&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.60343,46.724
Saint-Cergue,Switzerland,180.72 km,Jun Mar Jul Apr May Sep,194,0,7,41,98,Jun:1 Apr:1 Mar:1 May:1 Aug:1 Jul:0 Sep:0 Oct:0 Feb:0 Nov:0 Dec:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.17582%2046.44502&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.17582,46.44502
Sapenay,France,35.49 km,Aug,192,0,0,0,21,Aug:2 May:1 Sep:0 Jul:0 Jun:0 Oct:0 Apr:0 Dec:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.86655%2045.822&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.86655,45.822
Savognin,Switzerland,122.47 km,Jul Aug Sep Jun,190,0,1,3,20,Jul:5 Aug:2 Sep:2 Oct:1 Jun:0 Dec:0 Feb:0 Jan:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.54887%2046.58748&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.54887,46.58748
Alpe Mara,Italy,181.5 km,Nov Oct May Apr Aug Sep Jan Dec Mar Jul Jun Feb,190,0,15,28,74,Oct:1 Aug:1 Dec:1 Nov:1 May:1 Sep:0 Jun:0 Apr:0 Mar:0 Jul:0 Jan:0 Feb:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.91892%2046.21457&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.91892,46.21457
Novegno,Italy,125.18 km,May Jun Jul Aug Sep Apr,190,0,13,65,126,Jun:2 Jul:1 May:1 Dec:1 Apr:1 Aug:1 Sep:0 Oct:0 Nov:0 Jan:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.30855%2045.7623&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.30855,45.7623
Hirzli,Switzerland,83.64 km,Jul Jun Aug Sep May Oct Apr,189,0,0,12,61,Sep:2 Aug:2 Jul:2 Jun:2 Oct:1 May:1 Apr:1 Mar:0 Dec:0 Nov:0 Jan:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.0071%2047.13422&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.0071,47.13422
Rosengarten,Italy,131.01 km,Sep,189,0,1,2,40,Sep:4 Aug:2 Oct:0 Jun:0 Jul:0 Apr:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.616582%2046.415913&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.616582,46.415913
Präzer Alp,Switzerland,405.34 km,Jun May,188,2,22,36,91,Jun:3 May:3 Apr:0 Oct:0 Aug:0 Nov:0 Sep:0 Jul:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.38165%2046.74185&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.38165,46.74185
Gitschberg,Italy,166.63 km,Aug Jun Jul,188,0,25,77,132,Aug:3 Jul:1 Jun:0 Mar:0 Apr:0 May:0 Sep:0 Jan:0 Oct:0 Dec:0 Nov:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.6899%2046.8573&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.6899,46.8573
Postalm Abtenau,Austria,198.24 km,May Apr,186,0,13,40,123,Apr:2 May:2 Aug:1 Jul:1 Jun:1 Sep:0 Oct:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.376633%2047.609967&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.376633,47.609967
Predigtstuhl...,Germany,146.33 km,Jun Apr Jul May,185,2,15,30,63,Jun:1 Mar:0 Jul:0 Apr:0 May:0 Sep:0 Aug:0 Oct:0 Dec:0 Feb:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.8861%2047.6998&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.8861,47.6998
Chamoux,France,53.02 km,Jun May Aug Jul Apr,185,0,0,2,28,Aug:2 May:1 Sep:1 Jun:1 Apr:1 Jul:0 Mar:0 Oct:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.25307%2045.52955&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.25307,45.52955
Altwis,Switzerland,77.98 km,Jun May Aug Jul Apr,183,0,0,17,98,Jun:2 May:2 Jul:1 Apr:1 Sep:1 Aug:0 Oct:0 Mar:0 Nov:0 Feb:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.067817%2047.210733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.067817,47.210733
Sarsenà,Italy,127.63 km,Aug Mar Jul Jun,183,0,2,58,112,Aug:1 Jul:1 Dec:1 Sep:1 Jan:1 Jun:1 Feb:1 Nov:0 May:0 Mar:0 Apr:0 Oct:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.113833%2044.820267&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.113833,44.820267
Hitzeggen,Switzerland,106.53 km,Jul,182,0,1,17,44,Mar:2 Feb:1 Jul:1 Aug:0 Jan:0 Dec:0 Jun:0 Sep:0 Oct:0 Apr:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.14425%2046.73145&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.14425,46.73145
Alexanderhütte,Austria,55.17 km,Jun Jul,182,0,0,6,98,Aug:2 Oct:1 May:0 Jul:0 Jun:0 Dec:0 Apr:0 Sep:0 Jan:0 Nov:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.5854%2046.83725&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.5854,46.83725
Laupersdörf...,Switzerland,154.02 km,Apr Aug Jul May Jun,181,0,16,68,121,Apr:1 Sep:1 May:1 Jun:0 Oct:0 Aug:0 Mar:0 Jul:0 Dec:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.64667%2047.33063&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.64667,47.33063
Jungfrau,Switzerland,187.25 km,Jul Jun Sep Aug Oct Dec Jan Nov Apr Feb,180,0,2,6,76,Sep:1 Jun:1 Oct:1 Apr:0 Nov:0 Jul:0 Aug:0 Dec:0 Jan:0 Feb:0 May:0 Mar:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.979817%2046.548075&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.979817,46.548075
Riggisalp,Switzerland,72.79 km,Jun Aug Jul May Jan Sep Mar,179,0,0,11,32,Jun:2 Jul:2 Aug:1 May:1 Jan:1 Sep:0 Mar:0 Oct:0 Dec:0 Feb:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.29368%2046.65963&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.29368,46.65963
Mervelier,Switzerland,22.5 km,Apr Jun Aug Mar Jul Oct Sep May Nov Feb,179,0,0,0,2,Aug:1 Jul:1 Apr:1 Sep:1 Oct:1 Jun:1 Mar:0 May:0 Nov:0 Feb:0 Jan:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.5117%2047.34887&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.5117,47.34887
Lisca,Slovenia,184.93 km,Mar Apr Aug,177,0,3,11,85,Aug:1 Apr:1 Jul:0 May:0 Mar:0 Sep:0 Jun:0 Dec:0 Nov:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.2836%2046.06702&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.2836,46.06702
Bergün,Switzerland,79.78 km,Feb Mar Dec Jan,176,0,0,1,5,Feb:4 Dec:3 Mar:2 Jan:2 Aug:1 Jul:0 Jun:0 Apr:0 Oct:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.77922%2046.62422&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.77922,46.62422
Stelserberg,Switzerland,171.57 km,Apr,176,0,27,66,121,Apr:2 May:1 Mar:0 Jun:0 Oct:0 Dec:0 Aug:0 Feb:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.73308%2046.96433&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.73308,46.96433
Schönhalde,Switzerland,42.91 km,Jun May,175,0,0,0,17,Jun:2 May:1 Jul:1 Aug:1 Sep:0 Oct:0 Mar:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.3341%2047.06008&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.3341,47.06008
Hochalm,Austria,147.97 km,May Jul Sep Aug,175,0,5,14,33,Aug:3 Sep:2 May:2 Jul:1 Jun:1 Oct:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.80303%2047.32213&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.80303,47.32213
Grießenkar,Austria,189.43 km,Aug Jul May Jun Apr,174,0,9,40,85,Aug:2 Jun:2 Jul:2 Apr:1 Mar:1 May:1 Nov:0 Feb:0 Sep:0 Oct:0 Jan:0 Dec:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.34977%2047.32407&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.34977,47.32407
Hasenmatt,Switzerland,182.67 km,Apr Sep Jun May Aug Jul Mar,173,0,11,48,98,Apr:2 May:1 Sep:1 Aug:1 Jul:1 Jun:1 Mar:1 Oct:0 Dec:0 Nov:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.451402%2047.242163&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.451402,47.242163
Giggelberg,Italy,272.39 km,May Apr Jun Jul Aug Mar,173,7,23,44,72,Jun:2 May:2 Apr:2 Aug:1 Jul:1 Sep:1 Mar:0 Oct:0 Jan:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.043867%2046.685167&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.043867,46.685167
Heulantsch,Austria,38.82 km,Nov Oct Jan Mar,170,0,0,0,1,Nov:2 Oct:1 Mar:1 Jan:1 Dec:0 Feb:0 Apr:0 May:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.479017%2047.357283&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.479017,47.357283
Musenalp,Switzerland,45.95 km,Jul Aug Sep Jun Oct May,169,0,0,0,16,Jul:3 Aug:3 Sep:2 Oct:2 Jun:1 May:0 Apr:0 Mar:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.43805%2046.93088&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.43805,46.93088
Torgon,Switzerland,115.29 km,Apr May,168,0,1,4,30,May:2 Jun:1 Apr:1 Nov:1 Dec:1 Aug:0 Jul:0 Mar:0 Sep:0 Oct:0 Feb:0 Jan:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.88003%2046.31953&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.88003,46.31953
Ospedaletti,Italy,76.03 km,Sep May Jan Oct Jun Mar Dec Aug Jul Feb Nov Apr,168,0,0,5,24,Jan:2 Sep:1 Feb:1 Aug:1 May:1 Dec:1 Oct:1 Nov:0 Jul:0 Mar:0 Jun:0 Apr:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.71413%2043.82812&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.71413,43.82812
Brunnkogel,Austria,61.53 km,Jul Aug Jun May Sep Oct,167,0,0,2,13,Jul:3 Aug:2 Sep:1 Jun:1 Oct:1 May:0 Nov:0 Dec:0 Apr:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.62955%2047.827617&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.62955,47.827617
Untersberg,Austria,153.63 km,Jul Jun,167,0,4,5,20,Jul:3 Jun:1 Aug:1 May:1 Mar:0 Apr:0 Feb:0 Sep:0 Dec:0 Oct:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.007933%2047.723117&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.007933,47.723117
Untersberg,Germany,153.63 km,Jul Jun,166,0,5,7,26,Jul:3 Jun:2 May:1 Aug:1 Mar:0 Apr:0 Feb:0 Sep:0 Dec:0 Oct:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.00728%2047.71528&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.00728,47.71528
Serpaton,France,258.42 km,May Apr Jun Jul Aug Mar Sep,166,20,72,90,104,May:1 Apr:1 Aug:1 Jun:0 Sep:0 Jul:0 Mar:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.590667%2044.910133&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.590667,44.910133
Pavillon,Italy,126.35 km,Sep Jul Aug Jun Oct Mar May Apr Feb Dec Nov,164,0,6,29,64,Sep:2 Aug:1 Jul:1 Oct:1 Feb:1 Jun:0 Apr:0 Jan:0 Mar:0 Dec:0 Nov:0 May:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.947917%2045.829633&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.947917,45.829633
Siebenhütten,Austria,211.03 km,May Jun Aug Apr Mar Sep Oct Jul,164,2,9,19,53,Apr:1 Jun:1 May:1 Sep:1 Oct:1 Aug:1 Nov:1 Mar:1 Dec:0 Feb:0 Jul:0 Jan:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.88067%2047.80107&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.88067,47.80107
Moustiers,France,74.44 km,Aug Sep Oct Jul Jun May Apr,163,0,2,6,51,Sep:1 Aug:1 Jul:1 Oct:0 Jun:0 May:0 Apr:0 Mar:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.267012%2043.853835&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.267012,43.853835
Montdenier ...,France,143.91 km,Jul Apr Aug Oct Jun Sep,163,0,2,6,51,Sep:1 Aug:1 Jul:1 Oct:0 Jun:0 May:0 Apr:0 Mar:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.2662%2043.8519&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.2662,43.8519
Grimer,Switzerland,84.18 km,Jul May Aug Jun Apr Sep,162,0,0,2,39,Aug:2 Jul:2 Jun:2 Sep:1 May:1 Apr:1 Oct:0 Dec:0 Mar:0 Nov:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.68572%2046.55317&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.68572,46.55317
Alagna Valsesia,Italy,136.18 km,Aug Jul Apr Jun Mar,162,0,14,40,92,Aug:2 Apr:1 Jul:1 Mar:0 Dec:0 Jun:0 Oct:0 Jan:0 Feb:0 Sep:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.892%2045.87443&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.892,45.87443
Oraison,France,103.27 km,Jul May Jun Sep Aug,162,0,2,20,60,Jul:1 Jun:1 Sep:1 May:1 Aug:1 Mar:0 Oct:0 Feb:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.92115%2043.89962&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.92115,43.89962
Arosa Weisshorn,Switzerland,105.37 km,Mar Feb,160,0,2,2,8,Mar:4 Feb:3 Jan:2 Dec:1 Apr:0 Aug:0 Oct:0 Sep:0 Jul:0 Nov:0 Jun:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.65235%2046.79218&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.65235,46.79218
Dalico,Italy,38.86 km,Apr Aug Sep May Jul Mar Jun Oct Jan Dec Feb Nov,159,0,0,0,5,Apr:3 Aug:2 May:1 Sep:1 Oct:1 Mar:1 Nov:1 Jun:0 Feb:0 Jul:0 Dec:0 Jan:0,14,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.0134%2046.18835&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.0134,46.18835
Grand Chamos...,Switzerland,106.26 km,Jul Aug Jun,158,0,1,19,78,Jul:2 Aug:2 Jun:1 May:0 Sep:0 Mar:0 Feb:0 Apr:0 Nov:0 Dec:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.061933%2046.326433&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.061933,46.326433
Pian Munè,Italy,58.77 km,Jun May Aug Apr Jul,158,0,0,2,47,Jun:2 Aug:1 May:1 Jul:1 Apr:1 Mar:0 Sep:0 Oct:0 Dec:0 Feb:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.26013%2044.6576&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.26013,44.6576
Ötz,Austria,156.85 km,Apr May,156,0,7,33,64,May:2 Apr:1 Sep:0 Jul:0 Jun:0 Mar:0 Feb:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.91827%2047.20887&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.91827,47.20887
Brigels,Switzerland,207.93 km,May Mar,155,1,26,58,106,Mar:1 Aug:0 May:0 Feb:0 Jun:0 Sep:0 Jan:0 Apr:0 Oct:0 Jul:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.060067%2046.807217&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.060067,46.807217
Tannmatt,Switzerland,366.95 km,Apr,154,4,29,79,125,Apr:1 May:0 Mar:0 Jul:0 Aug:0 Jun:0 Sep:0 Feb:0 Nov:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.56607%2047.30982&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.56607,47.30982
Lusentino,Italy,144.83 km,Apr May Dec Mar Nov Oct,154,0,3,11,22,Apr:2 Dec:1 May:1 Nov:1 Mar:1 Oct:1 Jan:0 Sep:0 Feb:0 Jul:0 Aug:0 Jun:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.25368%2046.10292&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.25368,46.10292
Glacier 3000,Switzerland,250.15 km,Aug Apr Jul Jun Nov May Mar Oct Sep,153,4,9,44,102,Dec:1 Aug:1 Nov:1 Jun:1 Apr:1 Jul:1 Sep:0 May:0 Mar:0 Oct:0 Feb:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.20633%2046.325&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.20633,46.325
Puy Aillaud,France,140.25 km,Aug Jul Sep,153,0,13,50,97,Sep:2 Aug:2 Jul:1 Oct:1 Jun:0 May:0 Apr:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.4781%2044.850333&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.4781,44.850333
Fohnsdorf,Austria,37.28 km,Apr May,153,7,19,28,50,Apr:1 Nov:1 May:1 Oct:1 Dec:0 Jun:0 Mar:0 Sep:0 Feb:0 Aug:0 Jul:0 Jan:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.68097%2047.22042&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.68097,47.22042
Hoehen,Austria,344.76 km,Apr,153,7,19,28,50,Apr:1 Nov:1 May:1 Oct:1 Dec:0 Jun:0 Mar:0 Sep:0 Feb:0 Aug:0 Jul:0 Jan:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.6868%2047.2183&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.6868,47.2183
Burst,Switzerland,90.88 km,May Apr Jun,152,0,0,14,55,May:2 Apr:2 Mar:1 Jun:1 Aug:0 Jul:0 Feb:0 Nov:0 Oct:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.30263%2047.2095&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.30263,47.2095
Roncola,Italy,129.89 km,Apr Mar May Jul Jun Aug Feb Sep Oct Jan,152,0,16,59,98,Apr:2 Jul:2 Aug:1 Jun:1 May:1 Mar:1 Sep:0 Oct:0 Feb:0 Dec:0 Nov:0,11,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.56645%2045.76792&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.56645,45.76792
Jägerkamp,Germany,121.36 km,Apr,152,0,2,9,39,Aug:1 Jul:1 May:0 Oct:0 Sep:0 Nov:0 Apr:0 Jun:0 Mar:0 Jan:0 Dec:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.8999%2047.6827&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.8999,47.6827
Mangart,Slovenia,173.71 km,Aug,151,0,4,8,20,Aug:2 Jul:1 Sep:1 Jun:0 Oct:0 Nov:0 Apr:0,6,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.64045%2046.43285&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.64045,46.43285
Monte Panarotta,Italy,136.58 km,May,149,0,8,26,80,Mar:2 Jun:1 Aug:1 Apr:1 May:1 Jul:1 Sep:0 Oct:0 Jan:0 Nov:0 Feb:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.3085%2046.0336&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.3085,46.0336
Bisanne,France,205.4 km,Jul May Jun Apr Aug,148,2,39,78,106,Jul:2 Jun:1 May:1 Aug:1 Apr:1 Sep:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.507133%2045.746967&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.507133,45.746967
Stubaital - ...,Austria,144.79 km,Mar Jun Jul Sep Oct,148,0,3,12,59,Mar:2 Sep:1 Feb:1 Aug:0 Jun:0 Jul:0 Dec:0 May:0 Apr:0 Oct:0 Nov:0 Jan:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.3016%2047.1359&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.3016,47.1359
Turnen,Switzerland,44.67 km,Oct,147,0,0,0,5,Oct:2 Nov:2 Dec:1 Sep:1 Jul:0 Aug:0 Jun:0 Feb:0 Jan:0 May:0 Mar:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.4886%2046.62748&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.4886,46.62748
Monte Baldo,Italy,103.35 km,Aug Jul Sep Jun May,147,0,3,20,118,Aug:3 Jul:2 Sep:2 Jun:1 May:0 Oct:0 Apr:0 Feb:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.867717%2045.756333&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.867717,45.756333
Ötz Mittels...,Austria,92.4 km,Apr,147,0,7,32,60,May:2 Apr:1 Jun:0 Mar:0 Feb:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.9148%2047.205&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.9148,47.205
Primiero,Italy,114.17 km,Jun Aug Apr Jul Mar May Sep,146,0,2,22,58,Apr:2 Aug:2 Jun:1 Jul:1 Mar:1 Sep:1 May:1 Nov:0 Jan:0 Oct:0,10,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.84702%2046.19503&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.84702,46.19503
Mugl,Austria,28.08 km,Sep May Jul Mar Aug Jun Nov Oct Apr Jan Dec Feb,146,0,0,0,3,Sep:1 Aug:1 Jun:1 Oct:1 Jul:1 Mar:1 May:0 Apr:0 Feb:0 Nov:0 Dec:0 Jan:0,12,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.18612%2047.36095&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.18612,47.36095
Hinterhornalm,Austria,149.23 km,May Jun Apr,146,0,24,73,103,May:1 Aug:0 Jun:0 Jul:0 Apr:0 Nov:0 Sep:0 Mar:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.56533%2047.33392&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.56533,47.33392
Hinterhorn Alm,Austria,151.79 km,Jun,145,0,24,73,103,May:1 Aug:0 Jun:0 Jul:0 Apr:0 Nov:0 Sep:0 Mar:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.5718%2047.333&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.5718,47.333
Corvatsch,Switzerland,62.41 km,Jul Aug,142,0,0,5,14,Jul:3 Aug:1 Oct:1 Dec:1 Sep:1 Jun:0 Nov:0 Apr:0 Mar:0 Feb:0 Jan:0,9,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.82207%2046.43638&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.82207,46.43638
